StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Last Seen Flow Element ID,Last Seen Question IDs,consent,eng_screener_1,eng_screener_2,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,rt_prod_1_First Click,rt_prod_1_Last Click,rt_prod_1_Page Submit,rt_prod_1_Click Count,prod_1_painful_1,prod_1_typ_charge,prod_1_fair_price,prod_1_value_1,prod_1_purchased,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,Q586_First Click,Q586_Last Click,Q586_Page Submit,Q586_Click Count,Q587_1,Q589,Q590,Q592_1,Q593,shark_screeners_1,shark_screeners_2,shark_screeners_3,shark_screeners_4,prod_1_2,prod_2_2,prod_2_3,prod_2_4,prod_2_5,prod_2_6,prod_2_7,prod_2_8,prod_2_9,prod_2_10,prod_2_11,prod_2_12,prod_2_13,prod_2_14,prod_2_15,prod_2_16,prod_2_17,prod_2_18,prod_2_19,prod_2_20,prod_2_21,Q596_First Click,Q596_Last Click,Q596_Page Submit,Q596_Click Count,Q597_1,Q599,Q600,Q602_1,Q603,age,gender,comments,mTurkCode,PROLIFIC_PID,STUDY_ID,SESSION_ID,Item,Description,Item2,Description2,Item3,Description3
8/4/2026 6:49,8/4/2026 6:54,0,208.38.236.25,100,292,1,8/4/2026 6:54,R_5aLIGvS9QbavIBZ,,,,,40.0435,-86.4594,anonymous,EN,FL_EOS_ID,,1,2,1,7,6,6,4,1,5,6,7,7,5,2,2,6,6,5,4,4,1,1,1,1,5.961,56.831,58.182,23,4,20,10,3,0,7,7,2,7,7,5,2,7,7,1,1,1,1,1,1,1,2,4,5,7,7,3.905,39.709,41.073,22,5,14,2,4,0,1,0,0,0,1,1,6,2,1,2,3,7,3,1,4,1,7,7,7,6,7,1,1,1,1,3.53,34.871,35.717,23,2,50,45,7,1,37,2,"for meal subscription, I put the price I thought was fair for one meal, there wasn't a way to specify if it was per meal per week or per month",,57ae30a960a25a000195c802,6a717b1f4315ca0c46f51534,6a71dfdd5fc949d245e59d9e,Meal kit subscription,a meal kit subscription,Digital book,a digital book,Board Game,a board game
8/4/2026 6:49,8/4/2026 6:54,0,174.101.134.118,100,318,1,8/4/2026 6:54,R_6g55G67oP1YQTOB,,,,,39.139,-84.4296,anonymous,EN,FL_EOS_ID,,1,2,1,7,7,3,7,7,7,7,1,5,5,7,7,7,7,7,7,5,1,1,1,5,6.229,71.587,72.473,23,5,20,5,3,0,7,7,7,7,7,7,7,3,5,3,7,7,5,7,7,3,3,1,1,1,3,8.705,63.892,64.898,21,7,3.99,1.5,5,0,1,1,0,0,7,7,1,1,1,1,1,1,7,1,1,1,7,7,7,1,1,5,1,1,7,3.566,49.06,50.154,22,3,4,1,3,1,54,2,,,695ff87dfddb037c6d3b65fa,6a717b1f4315ca0c46f51534,6a71dfd36ff94419416744be,Cartridge of Printer Ink,a cartridge of printer ink,Tank of Gas,a tank of gas,Starbucks,Starbucks
8/4/2026 6:48,8/4/2026 6:54,0,107.131.93.196,100,353,1,8/4/2026 6:54,R_7DSfukY5OpUO5Ut,,,,,35.199,-101.8951,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,5,4,3,7,4,7,6,1,1,3,5,5,4,1,1,1,1,1,3,11.866,87.018,87.652,23,1,100,35,4,0,5,5,5,7,7,6,6,7,6,1,1,1,7,7,5,6,6,1,1,1,1,4.937,63.923,64.573,21,1,50,30,4,0,1,0,0,0,5,6,5,1,2,3,3,7,7,1,3,3,7,7,5,6,5,1,1,1,1,5.859,75.575,76.411,23,1,60,30,4,0,44,1,,,57d70b2247180e0001f100e3,6a717b1f4315ca0c46f51534,6a71dfb100a446b429ea439a,Concert ticket,a concert ticket,Physical video game,a physical video game,Perfume,perfume
8/4/2026 6:50,8/4/2026 6:54,0,73.212.35.71,100,236,1,8/4/2026 6:54,R_5P8M4gBo7c68ZGh,,,,,38.9034,-76.9882,anonymous,EN,FL_EOS_ID,,1,2,4,2,2,2,6,2,3,6,5,2,3,4,2,1,1,1,1,1,1,1,1,1,2.9,45.039,46,43,3,20,15,4,1,2,3,2,1,2,2,3,7,7,1,1,2,5,5,6,1,1,1,1,1,1,3.45,25.123,25.6,30,2,7,5,3,1,1,1,0,0,1,2,2,4,1,2,1,6,6,4,1,1,1,1,4,5,6,2,2,1,1,1.997,26.88,27.581,36,2,10,5,4,1,39,1,n/a,,69fff128b90dd09ce3001d97,6a717b1f4315ca0c46f51534,6a71e02573ae98cfad28a537,Uber or Lyft,Uber or Lyft,Starbucks,Starbucks,Digital book,a digital book
8/4/2026 6:50,8/4/2026 6:54,0,172.56.79.26,100,236,1,8/4/2026 6:54,R_5iC0wV0d0EsZ054,,,,,28.4932,-81.2878,anonymous,EN,FL_EOS_ID,,1,2,1,5,3,3,2,1,5,7,7,7,1,7,1,7,7,7,7,7,1,1,1,1,3.182,48.7,50.13,26,1,200,200,7,0,7,7,7,1,1,1,6,7,7,1,1,1,7,7,7,6,6,1,1,1,1,3.786,41.528,42.443,24,2,50,20,5,0,1,1,0,0,1,1,1,7,7,7,7,3,6,6,6,7,1,1,1,2,3,7,6,7,7,3.798,47.563,48.347,29,3,0,0,5,0,29,3,,,69d3a8135dad4152d874f8ec,6a717b1f4315ca0c46f51534,6a71e0240c18745ae6326e41,Bike,a bike,Meal kit subscription,a meal kit subscription,Hotel Wifi,hotel wifi
8/4/2026 6:50,8/4/2026 6:54,0,66.188.204.77,100,250,1,8/4/2026 6:54,R_7FX3396goEyi25M,,,,,44.0484,-92.4948,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,5,4,2,2,2,6,4,2,2,2,6,6,5,4,4,2,2,2,2,1.519,46.868,47.498,27,3,20,15,2,0,5,5,6,4,3,5,5,2,1,7,7,7,3,5,4,4,4,1,1,1,1,0.868,58.703,59.382,27,6,400,400,4,0,1,1,0,0,6,6,5,2,2,2,3,6,6,2,2,2,6,6,5,2,2,2,2,2,2,1.126,41.116,42.133,25,4,15,5,3,1,33,2,,,629638416146d56a43e5e028,6a717b1f4315ca0c46f51534,6a71e0178b1ea7d51615eb46,Perfume,perfume,Monthly car payment,monthly car payment,Fast food meal,a fast food meal
8/4/2026 6:49,8/4/2026 6:54,0,73.75.215.208,100,319,1,8/4/2026 6:54,R_5mUv1quseWUgCdF,,,,,41.7886,-89.6962,anonymous,EN,FL_EOS_ID,,1,2,1,4,5,6,7,6,2,2,7,7,1,1,7,7,7,7,7,7,1,1,1,1,23.54,97.981,98.568,25,1,50,50,5,0,5,4,6,1,1,6,7,7,7,1,1,1,1,1,1,6,5,1,1,1,1,0,0,35.733,0,2,100,50,6,0,1,1,0,0,3,2,2,1,1,1,1,7,7,1,1,1,7,7,7,7,7,1,1,1,1,0,0,26.092,0,1,20,20,4,0,38,2,,,5f218f86a3a5b05784d9d371,6a717b1f4315ca0c46f51534,6a71dfd4416e621c05281a79,Physical video game,a physical video game,Gym membership,a gym membership,Basic T-Shirt,a basic t-shirt
8/4/2026 6:50,8/4/2026 6:55,0,96.236.210.133,100,301,1,8/4/2026 6:55,R_5QQCSkcobAP7bxV,,,,,40.3472,-80.1153,anonymous,EN,FL_EOS_ID,,1,2,1,3,2,4,1,1,1,3,1,7,1,1,3,7,7,7,2,3,1,1,1,3,4.943,60.789,61.556,25,2,29,20,4,0,5,5,5,1,1,7,7,7,3,4,1,6,4,3,2,1,2,2,1,1,1,3.309,60.271,60.873,27,5,95,50,6,1,1,0,0,0,5,5,5,2,2,7,4,7,7,1,1,1,3,3,4,3,2,1,1,2,1,3.36,61.835,62.291,33,5,50,35,4,0,29,2,N/A,,6984da6cb846c1e93f39bb52,6a717b1f4315ca0c46f51534,6a71dfe8e9d21dd8f0450495,Bottle of wine,a bottle of wine,Concert ticket,a concert ticket,Meal kit subscription,a meal kit subscription
8/4/2026 6:50,8/4/2026 6:55,0,47.231.18.134,100,307,1,8/4/2026 6:55,R_7JeIwYZdAEmOJlK,,,,,37.0914,-81.758,anonymous,EN,FL_EOS_ID,,1,2,1,3,2,2,5,4,2,2,5,6,2,4,4,1,1,2,6,6,3,4,2,2,5.404,70.116,71.115,28,2,15,15,6,1,3,3,2,6,7,6,6,5,2,3,4,6,1,1,1,2,2,7,6,6,6,5.436,58.682,59.702,27,6,25,0,4,0,1,0,0,0,4,4,5,1,1,5,6,7,7,2,2,2,1,1,2,5,4,2,1,1,2,8.211,52.845,53.916,26,2,30,50,4,0,31,2,,,6644b750f83b1ad48d9ce14f,6a717b1f4315ca0c46f51534,6a71dfef179ed049b3ca8969,Digital book,a digital book,Hotel Wifi,hotel wifi,Gym membership,a gym membership
8/4/2026 6:51,8/4/2026 6:55,0,47.12.195.162,100,231,1,8/4/2026 6:55,R_6IT66OA7ZUfa4g9,,,,,42.417,-88.9995,anonymous,EN,FL_EOS_ID,,1,2,1,5,6,6,1,4,4,2,3,3,4,4,5,7,7,7,6,6,1,1,1,1,7.278,50.666,51.832,22,4,100,80,5,1,5,6,5,4,4,7,7,6,6,2,2,3,1,1,1,4,3,1,1,1,1,5.01,40.731,41.236,23,6,75,40,5,0,1,0,0,0,4,4,3,1,3,7,7,1,7,1,1,4,1,1,1,4,3,1,1,1,1,5.66,44.437,45.114,27,4,14,7,4,1,39,2,,,699b61ec0493a88c9df16ff4,6a717b1f4315ca0c46f51534,6a71e041e91afb90adea28d1,Pair of sneakers,a pair of sneakers,Gym membership,a gym membership,Netflix,a Netflix subscription
8/4/2026 6:50,8/4/2026 6:55,0,99.11.177.125,100,289,1,8/4/2026 6:55,R_65LcE8WwC3wN2wy,,,,,29.6288,-95.4369,anonymous,EN,FL_EOS_ID,,1,2,1,4,6,2,6,6,3,4,7,2,1,1,6,7,7,7,7,7,1,2,1,4,7.24,66.862,68.112,22,1,50,30,6,0,1,2,1,1,1,2,6,7,7,1,1,1,7,7,6,7,7,1,4,4,3,3.232,47.945,48.797,21,1,20,15,7,0,1,1,0,0,1,2,1,1,1,1,5,7,7,4,1,1,7,7,4,7,7,1,1,2,1,5.185,43.053,43.779,21,1,50,25,4,0,33,2,,,69ffdb44d3987a9bb3f3c571,6a717b1f4315ca0c46f51534,6a71e009ad88eb2fdeeed3a7,Physical video game,a physical video game,Digital book,a digital book,Physical video game,a physical video game
8/4/2026 6:49,8/4/2026 6:55,0,66.191.205.109,100,354,1,8/4/2026 6:55,R_5MmRbRM3hWzhlFD,,,,,34.895,-81.9204,anonymous,EN,FL_EOS_ID,,1,2,1,5,4,5,2,3,3,7,7,2,2,4,3,7,7,7,7,7,1,1,1,2,1.844,70.181,71.622,24,2,150,75,7,1,7,5,6,1,1,2,1,7,5,2,2,7,7,7,4,1,1,1,1,1,1,1.355,61.37,62.784,24,5,15,10,5,1,1,0,0,0,5,6,6,1,2,2,4,4,7,1,2,3,7,7,7,6,5,1,1,1,1,1.878,66.781,68.241,24,6,75,50,6,0,52,2,,,5cd1a619240bc80013310b4e,6a717b1f4315ca0c46f51534,6a71dfc57e8d104ad12aee94,Bike,a bike,Fast food meal,a fast food meal,Bottle of wine,a bottle of wine
8/4/2026 6:51,8/4/2026 6:55,0,98.116.209.218,100,239,1,8/4/2026 6:55,R_67A9cDmN8Y2f4k1,,,,,40.598,-73.9467,anonymous,EN,FL_EOS_ID,,1,2,1,6,7,6,2,1,2,7,3,2,4,6,6,2,1,2,1,1,5,2,6,6,6.576,66.302,67.222,25,7,40,5,6,1,1,7,1,1,1,2,1,7,2,1,2,1,7,7,7,7,7,1,1,1,1,6.512,44.707,45.679,40,2,100,50,7,0,1,0,0,0,6,7,6,5,1,4,3,1,2,3,6,2,1,2,2,1,2,6,1,6,7,2.467,34.927,35.743,36,7,40,5,6,1,32,2,,,6a17230d60e2a318a8073ab6,6a717b1f4315ca0c46f51534,6a71dffebac810f800933264,Parking,parking,Bike,a bike,Parking,parking
8/4/2026 6:50,8/4/2026 6:55,0,24.196.236.17,100,302,1,8/4/2026 6:55,R_7QMFsquC2rvRpds,,,,,33.5757,-83.1824,anonymous,EN,FL_EOS_ID,,1,2,1,4,1,1,1,1,6,3,7,6,1,1,1,6,6,6,1,5,1,7,1,3,8.107,76.698,77.7,22,1,3,3,4,1,4,4,3,3,5,4,6,7,6,1,7,1,6,7,7,5,6,1,7,1,1,5.733,51.702,52.828,23,1,50,50,6,0,1,0,0,0,7,7,7,3,3,4,4,7,7,1,7,1,7,7,7,6,5,1,7,1,1,7.246,47.332,48.109,21,1,11000,1000,4,0,77,1,,,628f572a2d1304a34b9e1a37,6a717b1f4315ca0c46f51534,6a71dfff462071cc5e9770cb,Ice Cream,ice cream,Pair of sneakers,a pair of sneakers,Designer watch,a designer watch
8/4/2026 6:49,8/4/2026 6:55,0,107.5.231.28,100,336,1,8/4/2026 6:55,R_5FFi7fzDpixotZt,,,,,42.8899,-85.6148,anonymous,EN,FL_EOS_ID,,1,2,1,7,6,6,7,7,7,7,1,3,7,7,7,6,7,7,1,1,1,1,1,2,6.946,67.996,69.313,22,6,55,30,6,1,7,6,7,3,1,1,1,7,7,1,1,1,7,7,7,7,6,1,1,1,1,5.076,55.094,57.844,23,6,1000,150,3,0,1,1,0,0,6,5,7,2,2,6,6,6,7,6,5,6,6,7,7,7,7,1,1,1,1,8.918,58.301,59.191,22,7,500,300,5,0,63,2,,,6637b21240220c2517fffa1a,6a717b1f4315ca0c46f51534,6a71dfdf5fe8271ef3c502c6,Tank of Gas,a tank of gas,Designer watch,a designer watch,Monthly car payment,monthly car payment
8/4/2026 6:49,8/4/2026 6:55,0,24.123.105.115,100,360,1,8/4/2026 6:55,R_1nH1KiXve1CZZ5p,,,,,39.0381,-94.5739,anonymous,EN,FL_EOS_ID,,1,2,1,2,3,2,2,1,1,5,6,1,6,6,7,7,7,7,6,6,1,1,1,1,69.027,121.595,122.718,25,1,6,4,6,1,7,7,7,1,4,5,7,7,7,2,1,4,4,2,4,1,2,1,1,1,1,3.08,55.64,56.589,27,5,159,50,5,1,1,1,0,0,2,1,2,2,2,7,7,7,4,2,4,5,4,4,4,4,4,1,1,1,3,2.203,49.033,50.123,27,3,10,5,6,1,43,1,,,614e6f4f00a9e94b123316d3,6a717b1f4315ca0c46f51534,6a71dfc984e556a014241b5a,Shampoo,shampoo,Concert ticket,a concert ticket,Public Transit Pass,a public transit pass
8/4/2026 6:49,8/4/2026 6:55,0,137.26.81.222,100,359,1,8/4/2026 6:55,R_1qKZYSN6RKEhxDc,,,,,46.8472,-114.1755,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,5,7,7,7,7,7,7,4,1,1,1,1,1,2,2,7,7,7,7,10.618,99.018,99.774,21,6,5,0,5,0,5,5,5,7,1,2,2,7,7,3,4,4,7,7,7,7,7,1,1,1,1,5.255,93.255,93.834,31,5,100,25,5,0,1,0,0,0,7,6,7,1,1,3,2,7,7,1,1,1,7,7,7,7,7,1,1,1,1,3.857,53.145,53.755,21,7,1000,100,3,0,49,1,,,691f1c963ab988379a94b975,6a717b1f4315ca0c46f51534,6a71dfcd5fc949d245e59d9c,Hotel Wifi,hotel wifi,Textbook,a textbook,Designer watch,a designer watch
8/4/2026 6:49,8/4/2026 6:55,0,96.249.146.197,100,347,1,8/4/2026 6:55,R_7CChdLnMfjG6gsl,,,,,40.1788,-77.0047,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,4,2,2,2,1,6,5,2,1,2,7,7,7,5,5,1,2,2,2,12.845,92.809,94.15,27,1,50,30,3,1,6,5,5,4,4,6,7,1,2,7,7,7,1,1,1,1,1,2,3,5,6,10.343,71.395,72.108,25,5,5,0,4,1,1,0,0,0,6,6,6,5,4,6,6,2,2,6,7,7,1,1,1,1,1,4,3,5,6,5.441,58.13,58.744,27,5,5,0,4,1,40,2,,,697c9de865873cf1d14b8be1,6a717b1f4315ca0c46f51534,6a71dfcc50c7812d0807e392,Perfume,perfume,Highway Toll,a highway toll,Highway Toll,a highway toll
8/4/2026 6:50,8/4/2026 6:55,0,74.167.52.2,100,286,1,8/4/2026 6:55,R_7ipNZkTaNnGt65H,,,,,37.1661,-93.2458,anonymous,EN,FL_EOS_ID,,1,2,1,2,2,2,3,3,4,5,4,7,3,4,4,7,7,7,5,5,2,2,2,2,6.122,69.756,71.441,21,1,12,12,5,1,4,5,3,1,1,1,1,7,7,1,1,1,7,7,7,1,1,1,1,1,1,5.558,38.655,39.693,22,1,5,5,2,1,1,1,0,0,6,5,6,2,2,1,4,7,7,1,1,1,1,4,4,1,1,1,1,1,1,9.708,62.297,64.09,27,2,15,12,2,1,37,1,,,69b2a363f00cd8806e313755,6a717b1f4315ca0c46f51534,6a71e01a887733420fcf7f7c,Basic T-Shirt,a basic t-shirt,Ice Cream,ice cream,Restaurant dinner,a restaurant dinner
8/4/2026 6:49,8/4/2026 6:55,0,129.171.150.187,100,355,1,8/4/2026 6:55,R_7QhKG9m0fyIfevx,,,,,25.7869,-80.2021,anonymous,EN,FL_EOS_ID,,1,2,1,2,2,2,1,1,4,1,7,7,1,1,1,7,7,7,6,5,2,1,1,1,20.342,97.35,101.549,25,1,35,30,5,0,5,5,5,1,2,5,4,7,7,1,1,1,7,7,7,2,2,1,1,1,1,3.767,90.765,92.207,23,4,50,25,2,0,1,0,0,0,4,5,5,1,1,5,7,7,7,1,1,1,7,7,7,7,5,1,1,1,1,21.388,64.404,65.63,24,5,450,200,7,0,25,2,,,5baec6c108a10b000139cce8,6a717b1f4315ca0c46f51534,6a71dfd9b40f94cf2cecb4da,Board Game,a board game,Bottle of wine,a bottle of wine,Bike,a bike
8/4/2026 6:50,8/4/2026 6:55,0,66.56.10.72,100,275,1,8/4/2026 6:55,R_58SRXap9wAJUNbt,,,,,33.6163,-84.2945,anonymous,EN,FL_EOS_ID,,1,2,1,3,5,3,7,1,1,4,7,7,1,4,1,1,1,1,4,4,1,4,3,3,6.621,72.277,73.006,23,1,5,2,1,0,4,4,4,1,1,1,7,4,7,1,4,1,7,7,7,6,7,1,1,1,1,3.252,47.82,48.497,21,1,30,20,7,1,1,1,0,0,5,4,5,1,1,1,7,7,7,1,1,1,7,7,7,7,7,1,1,1,1,5.135,38.927,39.669,23,1,200,150,7,0,39,2,none,,69a6eb2bc679065ed1cecc51,6a717b1f4315ca0c46f51534,6a71e02ee8b4ee0c62576f09,Digital book,a digital book,Pair of sneakers,a pair of sneakers,Bike,a bike
8/4/2026 6:49,8/4/2026 6:55,0,71.187.248.47,100,338,1,8/4/2026 6:55,R_7GvmY5xPDBnQDvd,,,,,40.4992,-74.4996,anonymous,EN,FL_EOS_ID,,1,2,1,2,2,1,3,3,2,2,5,7,1,3,3,7,7,7,7,6,4,3,2,6,10.336,79.566,80.301,30,1,10,10,4,1,6,7,5,7,7,7,7,2,2,6,7,7,3,7,7,4,3,1,1,1,1,20.891,78.229,79.129,29,6,4,25,6,1,1,1,0,0,7,7,7,7,7,7,7,1,2,6,7,7,1,4,3,6,7,1,1,1,6,3.155,44.724,45.536,24,7,100,60,7,1,35,1,No added feedback,,607dc630d2d30aa7e8699c23,6a717b1f4315ca0c46f51534,6a71dfefc250192a6c450e90,Basic T-Shirt,a basic t-shirt,Tank of Gas,a tank of gas,Electricity bill,an electricity bill
8/4/2026 6:49,8/4/2026 6:55,0,47.20.245.182,100,362,1,8/4/2026 6:55,R_7wc0UYB1RQ1GKKh,,,,,40.7864,-73.193,anonymous,EN,FL_EOS_ID,,1,2,1,4,3,3,7,2,6,7,5,6,2,3,3,7,4,5,2,4,1,1,1,2,7.663,60.319,61.762,21,3,5,5,5,1,3,3,3,7,7,6,7,5,4,3,5,5,1,1,2,3,3,2,2,3,3,4.74,42.715,43.231,21,3,10,5,5,0,1,0,0,0,4,4,4,2,2,7,7,5,3,2,4,6,3,3,4,2,2,1,1,1,1,6.058,40.563,41.165,21,2,20,20,4,1,54,1,,,5c2fae74d76cde0001c11590,6a717b1f4315ca0c46f51534,6a71dfdc614ee1da4a189b41,Public Transit Pass,a public transit pass,Hotel Wifi,hotel wifi,Uber or Lyft,Uber or Lyft
8/4/2026 6:50,8/4/2026 6:55,0,98.165.128.58,100,342,1,8/4/2026 6:55,R_7pdwVw8eEZFS3OF,,,,,32.1453,-110.9456,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,6,4,7,4,4,5,5,5,5,7,3,5,7,6,3,2,3,4,6,14.509,44.6,45.811,32,3,50,10,7,0,6,4,5,5,3,4,3,6,5,4,6,5,5,5,4,5,4,4,6,3,3,1.157,15.248,16.973,23,3,50,15,7,0,1,0,0,0,6,4,5,6,6,6,7,6,4,6,6,5,5,6,5,5,4,5,5,4,4,3.26,23.525,24.877,36,7,5,1,7,1,26,1,,,5fb156d6e16ee65ed2558d7c,6a717b1f4315ca0c46f51534,6a71dfae3e98491485b5fc87,Physical video game,a physical video game,Physical video game,a physical video game,Basic T-Shirt,a basic t-shirt
8/4/2026 6:51,8/4/2026 6:55,0,67.211.150.141,100,285,1,8/4/2026 6:55,R_7GBNZCOegsoPjVf,,,,,38.0685,-78.8895,anonymous,EN,FL_EOS_ID,,1,2,1,4,3,4,1,1,2,2,7,7,1,7,1,7,7,7,1,1,1,1,1,1,13.647,64.681,73.763,21,3,20,15,4,1,2,3,4,1,1,1,1,7,7,1,7,1,7,7,7,2,2,1,1,1,1,5.622,45.254,49.229,22,2,30,20,4,1,1,1,0,0,3,3,3,1,1,1,1,7,7,1,4,1,7,7,7,2,3,1,1,1,1,3.659,52.545,55.765,26,3,100,80,4,1,26,1,Very fun and interesting study.,,6966ac229ebe58dedd51cb54,6a717b1f4315ca0c46f51534,6a71e032455d08798493324a,Restaurant dinner,a restaurant dinner,Bottle of wine,a bottle of wine,Meal kit subscription,a meal kit subscription
8/4/2026 6:50,8/4/2026 6:55,0,38.178.53.180,100,331,1,8/4/2026 6:55,R_6Ynx8AXgp1fTpnz,,,,,35.334,-81.8651,anonymous,EN,FL_EOS_ID,,1,2,1,2,4,3,1,1,4,2,7,7,1,1,1,7,7,7,1,2,1,1,1,1,11.657,63.808,64.518,22,2,3,3,5,1,6,6,6,7,7,7,7,3,3,5,6,6,7,7,7,3,4,1,1,1,1,6.136,63.814,64.474,23,6,4,25,5,1,1,0,0,0,6,6,6,7,7,7,7,1,3,6,7,7,1,1,1,6,6,1,1,1,1,11.815,74.165,74.603,24,6,150,120,6,1,42,1,some parts phrased oddly and hard to respond to as is ,,5ec542bc1ee4a74b9b196c7b,6a717b1f4315ca0c46f51534,6a71e00aef166e0e3ad7ec62,Ice Cream,ice cream,Tank of Gas,a tank of gas,Electricity bill,an electricity bill
8/4/2026 6:50,8/4/2026 6:56,0,108.17.10.77,100,350,1,8/4/2026 6:56,R_64vn2m7pDfgtSLa,,,,,42.9752,-78.8816,anonymous,EN,FL_EOS_ID,,1,2,1,4,4,5,4,2,6,6,7,6,1,1,3,2,3,3,7,6,2,1,1,2,9.048,85.81,86.79,22,4,30,20,6,0,4,4,4,5,3,2,4,7,7,3,3,3,7,7,7,7,7,1,1,1,1,5.725,64.746,65.933,21,1,10,5,6,1,1,0,0,0,6,6,6,5,7,6,6,7,7,5,6,4,7,7,7,7,6,1,1,1,1,9.273,58.728,59.685,21,1,8,4,7,1,43,2,,,6a08b966c2858ddb629d187b,6a717b1f4315ca0c46f51534,6a71dffb7b5681bca38e968b,Gym membership,a gym membership,Basic T-Shirt,a basic t-shirt,Shampoo,shampoo
8/4/2026 6:51,8/4/2026 6:56,0,108.241.31.21,100,281,1,8/4/2026 6:56,R_6OLFhSVkhNBD5lL,,,,,36.0964,-86.8212,anonymous,EN,FL_EOS_ID,,1,2,1,6,6,6,7,7,6,6,7,5,3,2,1,7,7,7,7,7,1,1,1,1,9.153,67.853,68.622,23,3,50,30,7,0,5,5,5,7,7,7,7,5,3,7,5,5,7,7,7,4,5,1,1,1,1,4.331,51.232,52.073,23,5,30,15,5,0,1,0,0,0,6,7,6,7,7,7,7,1,1,7,7,7,1,4,4,1,2,1,1,1,1,6.592,46.475,47.161,22,7,45,26,5,1,27,2,,,666f2488909bc0331b8563e6,6a717b1f4315ca0c46f51534,6a71e043aa7b5da29d69bb7f,Physical video game,a physical video game,Cartridge of Printer Ink,a cartridge of printer ink,Tank of Gas,a tank of gas
8/4/2026 6:50,8/4/2026 6:56,0,131.93.67.24,100,335,1,8/4/2026 6:56,R_7mlq1zJVI1t0mg1,,,,,44.3929,-88.7573,anonymous,EN,FL_EOS_ID,,1,2,1,3,5,4,2,2,4,3,4,4,4,5,5,7,7,7,5,5,2,2,1,2,6.638,63.384,64.275,30,4,60,35,4,0,4,4,4,2,1,3,5,1,2,6,5,7,5,3,3,2,2,2,2,2,2,4.74,72.511,73.843,33,5,150,75,4,1,1,1,0,0,6,6,4,4,5,6,7,4,2,5,5,6,2,3,2,2,2,5,4,5,6,4.306,60.841,61.685,30,5,15,5,3,1,37,2,,,6405feae7d6321bfaaf793e8,6a717b1f4315ca0c46f51534,6a71e00c943e8efbdffefbcc,Textbook,a textbook,Electricity bill,an electricity bill,Parking,parking
8/4/2026 6:51,8/4/2026 6:56,0,76.30.53.237,100,299,1,8/4/2026 6:56,R_64u95Xv1v7OAtUd,,,,,29.5718,-95.1305,anonymous,EN,FL_EOS_ID,,1,2,1,3,3,5,2,4,4,3,6,5,3,5,3,5,6,6,3,2,1,1,1,1,8.458,60.358,62.019,23,3,20,20,5,0,1,1,2,3,5,4,2,2,6,2,2,2,6,6,6,2,1,2,2,1,1,7.128,53.49,53.803,24,1,5,5,5,1,1,0,0,0,5,5,6,4,5,6,5,2,1,5,7,6,1,1,1,3,5,1,1,1,1,6.534,56.136,56.844,25,6,200,150,5,1,47,2,,,66323f16b05df4403391861c,6a717b1f4315ca0c46f51534,6a71e0332da3d80d6648b958,Bottle of wine,a bottle of wine,Ice Cream,ice cream,Electricity bill,an electricity bill
8/4/2026 6:50,8/4/2026 6:56,0,172.56.166.24,100,314,1,8/4/2026 6:56,R_7QxnxRVDcBKqo6p,,,,,40.6764,-73.8753,anonymous,EN,FL_EOS_ID,,1,2,1,3,3,2,2,3,2,2,6,4,3,2,2,5,7,7,1,2,2,1,1,2,5.891,73.363,73.867,33,1,6,4,5,1,2,2,1,1,1,4,2,5,6,2,1,1,7,7,7,7,7,1,1,1,1,1.999,45.508,45.802,29,1,15,15,5,1,0,0,0,0,2,2,1,5,1,4,1,4,3,3,2,1,6,7,7,1,1,1,1,3,1,7.918,56.212,57,33,1,6,5,6,1,40,2,,,69a6ff98b75d30774fa1930d,6a717b1f4315ca0c46f51534,6a71dff840241e16cde79d19,Ice Cream,ice cream,Board Game,a board game,Ice Cream,ice cream
