"item","f_neg_have_choice","f_ln_disutility","f_expect_free","f_lasts_a_while","f_can_hold_touch","f_worthless_alone","analysis","pair","r","df","p_value","term","Value","Std. Error"
,,,,,,,"factor score correlations","f_ln_disutility_ln_typ_charge",0.864,399,"p<.001",,,
,,,,,,,"factor score correlations","f_ln_disutility_ln_disutility",0.885,399,"p<.001",,,
,,,,,,,"factor score correlations","f_ln_disutility_like_1",-0.399,399,"p<.001",,,
,,,,,,,"factor score correlations","f_ln_disutility_value_1",-0.277,399,"p<.001",,,
,,,,,,,"factor score correlations","f_expect_free_f_lasts_a_while",-0.044,399,"p=0.384",,,
,,,,,,,"factor score correlations","f_expect_free_f_can_hold_touch",-0.353,399,"p<.001",,,
,,,,,,,"factor score correlations","f_expect_free_f_worthless_alone",0.279,399,"p<.001",,,
,,,,,,,"factor score correlations","f_expect_free_ln_typ_charge",-0.175,399,"p<.001",,,
,,,,,,,"factor score correlations","f_expect_free_ln_disutility",-0.014,399,"p=0.774",,,
,,,,,,,"factor score correlations","f_expect_free_like_1",-0.135,399,"p=0.007",,,
,,,,,,,"factor score correlations","f_expect_free_value_1",-0.01,399,"p=0.834",,,
,,,,,,,"factor score correlations","f_lasts_a_while_f_can_hold_touch",0.036,399,"p=0.471",,,
,,,,,,,"factor score correlations","f_lasts_a_while_f_worthless_alone",0.184,399,"p<.001",,,
,,,,,,,"factor score correlations","f_lasts_a_while_ln_typ_charge",0.29,399,"p<.001",,,
,,,,,,,"factor score correlations","f_lasts_a_while_ln_disutility",0.094,399,"p=0.061",,,
,,,,,,,"factor score correlations","f_lasts_a_while_like_1",-0.023,399,"p=0.643",,,
,,,,,,,"factor score correlations","f_lasts_a_while_value_1",0.315,399,"p<.001",,,
,,,,,,,"factor score correlations","f_can_hold_touch_f_worthless_alone",-0.143,399,"p=0.004",,,
,,,,,,,"factor score correlations","f_can_hold_touch_ln_typ_charge",-0.109,399,"p=0.029",,,
,,,,,,,"factor score correlations","f_can_hold_touch_ln_disutility",-0.122,399,"p=0.014",,,
,,,,,,,"factor score correlations","f_can_hold_touch_like_1",0.213,399,"p<.001",,,
,,,,,,,"factor score correlations","f_can_hold_touch_value_1",0.012,399,"p=0.804",,,
,,,,,,,"factor score correlations","f_worthless_alone_ln_typ_charge",-0.019,399,"p=0.7",,,
,,,,,,,"factor score correlations","f_worthless_alone_ln_disutility",0.061,399,"p=0.226",,,
,,,,,,,"factor score correlations","f_worthless_alone_like_1",-0.128,399,"p=0.01",,,
,,,,,,,"factor score correlations","f_worthless_alone_value_1",-0.005,399,"p=0.916",,,
,,,,,,,"factor score correlations","ln_typ_charge_ln_disutility",0.752,399,"p<.001",,,
,,,,,,,"factor score correlations","ln_typ_charge_like_1",-0.289,399,"p<.001",,,
,,,,,,,"factor score correlations","ln_typ_charge_value_1",-0.046,399,"p=0.356",,,
,,,,,,,"factor score correlations","ln_disutility_like_1",-0.411,399,"p<.001",,,
,,,,,,,"factor score correlations","ln_disutility_value_1",-0.26,399,"p<.001",,,
,,,,,,,"factor score correlations","like_1_value_1",0.476,399,"p<.001",,,
,,,,,,,"ordinal logistic regression, person REs",,,,"p<.001","f_neg_have_choice",0.45,0.115
,,,,,,,"ordinal logistic regression, person REs",,,,"p<.001","f_ln_disutility",3.147,0.364
,,,,,,,"ordinal logistic regression, person REs",,,,"p<.001","f_expect_free",0.604,0.129
,,,,,,,"ordinal logistic regression, person REs",,,,"p=0.82","f_lasts_a_while",-0.028,0.122
,,,,,,,"ordinal logistic regression, person REs",,,,"p=0.012","f_can_hold_touch",-0.278,0.111
,,,,,,,"ordinal logistic regression, person REs",,,,"p=0.296","f_worthless_alone",-0.123,0.118
,,,,,,,"ordinal logistic regression, person REs",,,,"p=0.046","ln_typ_charge",-0.279,0.14
,,,,,,,"ordinal logistic regression, person REs",,,,"p=0.002","ln_disutility",-0.316,0.102
,,,,,,,"ordinal logistic regression, person REs",,,,"p<.001","value_1",-0.507,0.073
,,,,,,,"ordinal logistic regression, person REs",,,,,"McFadden's pseudo-R2",0.205,
